outer_fold,train_wells,valid_wells,train_components,valid_components,incumbent_rmse,sequential_final_rmse,nested_stack_rmse,stack_parent_weight,stack_hgrg,stack_meta_state,stack_prefix_boundary,stack_sequential_final
0,8,6,4,3,0.6634820382132534,0.30400958313699233,0.26941773532827434,0.12134272776026478,0.04902913537722446,8.4287238444861e-17,0.36823422651991966,0.46139391034259103
1,10,4,5,2,0.7283858714747213,0.28377226676116935,0.28611702819164336,0.039482262035092974,0.10042801602469083,1.29440741720034e-17,0.43181400204292975,0.42827571989728647
2,10,4,5,2,0.47147253831485053,0.38179706645297934,0.3669215195102428,0.0,1.393819065887846e-18,0.057443329090477564,0.5119407409403275,0.430615929969195
